Farming implementation started at 2025-03-08 11:04:52
Using XP formula: 20 + (farmingLevel * 5)
Processing silentgear
potted_netherwood_sapling - Farming Level: 0, XP: 20
garland_vertical_corner_left - Farming Level: 0, XP: 20
mug_cocoa_block - Farming Level: 0, XP: 20
fruitcake - Farming Level: 0, XP: 20
bamboo_mantel - Farming Level: 0, XP: 20
right_corner_template - Farming Level: 0, XP: 20
classic_lights_vertical_corner_right - Farming Level: 0, XP: 20
garland_vertical_corner_multi_right - Farming Level: 0, XP: 20
holly_sapling - Farming Level: 0, XP: 20
garland_vertical_corner_multi_left - Farming Level: 0, XP: 20
Processing ftbquests
loot_crate_opener - Farming Level: 0, XP: 20
loot_crate_opener - Farming Level: 0, XP: 20
Processing securitycraft
reinforced_bamboo_button - Farming Level: 300, XP: 1520
reinforced_bamboo_block - Farming Level: 300, XP: 1520
reinforced_bamboo_mosaic - Farming Level: 300, XP: 1520
reinforced_bamboo_pressure_plate - Farming Level: 300, XP: 1520
reinforced_dispenser - Farming Level: 300, XP: 1520
reinforced_stripped_bamboo_block - Farming Level: 300, XP: 1520
reinforced_bamboo_button - Farming Level: 300, XP: 1520
reinforced_bamboo_block - Farming Level: 300, XP: 1520
reinforced_bamboo_mosaic - Farming Level: 300, XP: 1520
reinforced_bamboo_pressure_plate - Farming Level: 300, XP: 1520
bamboo_security_sea_raft - Farming Level: 0, XP: 20
reinforced_dispenser - Farming Level: 300, XP: 1520
reinforced_stripped_bamboo_block - Farming Level: 300, XP: 1520
Processing mahoutsukai
mahoujin_familiars_garden - Farming Level: 0, XP: 20
scroll_familiars_garden - Farming Level: 0, XP: 20
Processing reliquary
phoenix_down - Farming Level: 0, XP: 20
harvest_rod - Farming Level: 0, XP: 20
serpent_staff - Farming Level: 0, XP: 20
Processing allthetweaks
dimensional_seed - Farming Level: 0, XP: 20
Processing aquaculture
worm_farm - Farming Level: 0, XP: 20
farmland - Farming Level: 100, XP: 520
neptunium_fishing_rod - Farming Level: 0, XP: 20
birch_fish_mount - Farming Level: 0, XP: 20
dark_oak_fish_mount - Farming Level: 0, XP: 20
catfish - Farming Level: 0, XP: 20
jungle_fish_mount - Farming Level: 0, XP: 20
acacia_fish_mount - Farming Level: 0, XP: 20
farmland - Farming Level: 100, XP: 520
iron_fishing_rod - Farming Level: 200, XP: 1020
jellyfish_bucket - Farming Level: 0, XP: 20
diamond_fishing_rod - Farming Level: 300, XP: 1520
blackfish - Farming Level: 0, XP: 20
blackfish_bucket - Farming Level: 0, XP: 20
neptunium_hoe - Farming Level: 0, XP: 20
goldfish - Farming Level: 200, XP: 1020
gold_fishing_rod - Farming Level: 200, XP: 1020
catfish_bucket - Farming Level: 0, XP: 20
fish_bones - Farming Level: 100, XP: 520
fish_fillet_raw - Farming Level: 0, XP: 20
fishing_line - Farming Level: 0, XP: 20
jellyfish - Farming Level: 0, XP: 20
oak_fish_mount - Farming Level: 0, XP: 20
fish_fillet_cooked - Farming Level: 0, XP: 20
spruce_fish_mount - Farming Level: 0, XP: 20
worm_farm - Farming Level: 0, XP: 20
Processing apothic_enchanting
melonshelf - Farming Level: 0, XP: 20
beeshelf - Farming Level: 0, XP: 20
fishing_tome - Farming Level: 0, XP: 20
beeshelf - Farming Level: 0, XP: 20
melonshelf - Farming Level: 0, XP: 20
Processing framedblocks
framed_corner_slope - Farming Level: 0, XP: 20
framed_inner_threeway_corner - Farming Level: 0, XP: 20
framed_stacked_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_double_corner - Farming Level: 0, XP: 20
framed_inner_corner_slope - Farming Level: 0, XP: 20
framed_masonry_corner_segment - Farming Level: 0, XP: 20
framed_ext_inner_double_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_masonry_corner - Farming Level: 0, XP: 20
framed_ext_inner_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_small_corner_slope_panel - Farming Level: 0, XP: 20
framed_large_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_inner_prism_corner - Farming Level: 0, XP: 20
framed_stacked_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_flat_inv_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_ext_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_inv_double_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_threeway_corner - Farming Level: 0, XP: 20
framed_large_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_inv_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_stacked_slope_panel_corner - Farming Level: 0, XP: 20
framed_small_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_small_inner_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_flat_stacked_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_flower_pot - Farming Level: 0, XP: 20
framed_threeway_corner_slope_edge - Farming Level: 0, XP: 20
framed_large_double_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_elev_double_corner_slope_edge - Farming Level: 0, XP: 20
framed_elev_double_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_stacked_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_elevated_corner_slope_edge - Farming Level: 0, XP: 20
framed_ext_inner_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_slope_panel_corner - Farming Level: 0, XP: 20
framed_prism_corner - Farming Level: 0, XP: 20
framed_ext_corner_slope_panel - Farming Level: 0, XP: 20
framed_inner_threeway_corner_slope_edge - Farming Level: 0, XP: 20
framed_ext_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_ext_double_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_stacked_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_double_prism_corner - Farming Level: 0, XP: 20
framed_flat_ext_inner_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_small_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_stacked_corner_slope_edge - Farming Level: 0, XP: 20
framed_ext_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_large_corner_slope_panel - Farming Level: 0, XP: 20
framed_small_double_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_small_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_elevated_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_large_inner_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_corner_strip - Farming Level: 0, XP: 20
framed_flat_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_stacked_inner_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_double_threeway_corner - Farming Level: 0, XP: 20
framed_corner_slope_edge - Farming Level: 0, XP: 20
framed_large_corner_slope_panel_w - Farming Level: 0, XP: 20
framed_corner_slope - Farming Level: 0, XP: 20
framed_inner_threeway_corner - Farming Level: 0, XP: 20
framed_stacked_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_double_corner - Farming Level: 0, XP: 20
framed_inner_corner_slope - Farming Level: 0, XP: 20
framed_stacked_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_masonry_corner - Farming Level: 0, XP: 20
framed_small_corner_slope_panel - Farming Level: 0, XP: 20
framed_large_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_inner_prism_corner - Farming Level: 0, XP: 20
framed_flat_inv_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_prism_corner - Farming Level: 0, XP: 20
framed_inv_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_stacked_slope_panel_corner - Farming Level: 0, XP: 20
framed_flower_pot - Farming Level: 0, XP: 20
framed_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_threeway_corner_slope_edge - Farming Level: 0, XP: 20
framed_elev_double_corner_slope_edge - Farming Level: 0, XP: 20
framed_elev_double_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_elevated_corner_slope_edge - Farming Level: 0, XP: 20
framed_flat_stacked_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_ext_inner_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_flat_ext_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_slope_panel_corner - Farming Level: 0, XP: 20
framed_threeway_corner - Farming Level: 0, XP: 20
framed_ext_corner_slope_panel - Farming Level: 0, XP: 20
framed_inner_threeway_corner_slope_edge - Farming Level: 0, XP: 20
framed_ext_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_stacked_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_double_prism_corner - Farming Level: 0, XP: 20
framed_flat_ext_inner_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_small_inner_corner_slope_panel - Farming Level: 0, XP: 20
framed_stacked_corner_slope_edge - Farming Level: 0, XP: 20
framed_ext_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_large_corner_slope_panel - Farming Level: 0, XP: 20
framed_large_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_small_double_corner_slope_panel - Farming Level: 0, XP: 20
framed_elevated_inner_corner_slope_edge - Farming Level: 0, XP: 20
framed_corner_strip - Farming Level: 0, XP: 20
framed_flat_double_slope_panel_corner - Farming Level: 0, XP: 20
framed_flat_inner_slope_panel_corner - Farming Level: 0, XP: 20
framed_double_threeway_corner - Farming Level: 0, XP: 20
framed_corner_slope_edge - Farming Level: 0, XP: 20
Processing mcwholidays
carved_shocked_pumpkin - Farming Level: 0, XP: 20
medium_pumpkin - Farming Level: 0, XP: 20
pumpkin_balloon - Farming Level: 0, XP: 20
lit_shocked_pumpkin - Farming Level: 0, XP: 20
pair_of_pumpkins - Farming Level: 0, XP: 20
three_pumpkins - Farming Level: 0, XP: 20
lit_evil_pumpkin - Farming Level: 0, XP: 20
pumpkin_doormat - Farming Level: 0, XP: 20
lit_smile_pumpkin - Farming Level: 0, XP: 20
carved_friendly_pumpkin - Farming Level: 0, XP: 20
small_pumpkin - Farming Level: 0, XP: 20
carved_screaming_pumpkin - Farming Level: 0, XP: 20
scarecrow - Farming Level: 0, XP: 20
pumpkin_wheelbarrow - Farming Level: 0, XP: 20
carved_smile_pumpkin - Farming Level: 0, XP: 20
carved_evil_pumpkin - Farming Level: 0, XP: 20
cornered_cobweb - Farming Level: 0, XP: 20
lit_screaming_pumpkin - Farming Level: 0, XP: 20
large_pumpkin - Farming Level: 0, XP: 20
lit_friendly_pumpkin - Farming Level: 0, XP: 20
carved_shocked_pumpkin - Farming Level: 0, XP: 20
medium_pumpkin - Farming Level: 0, XP: 20
pumpkin_balloon - Farming Level: 0, XP: 20
lit_shocked_pumpkin - Farming Level: 0, XP: 20
pair_of_pumpkins - Farming Level: 0, XP: 20
three_pumpkins - Farming Level: 0, XP: 20
lit_evil_pumpkin - Farming Level: 0, XP: 20
pumpkin_doormat - Farming Level: 0, XP: 20
lit_smile_pumpkin - Farming Level: 0, XP: 20
carved_friendly_pumpkin - Farming Level: 0, XP: 20
small_pumpkin - Farming Level: 0, XP: 20
carved_screaming_pumpkin - Farming Level: 0, XP: 20
scarecrow - Farming Level: 0, XP: 20
pumpkin_wheelbarrow - Farming Level: 0, XP: 20
carved_smile_pumpkin - Farming Level: 0, XP: 20
carved_evil_pumpkin - Farming Level: 0, XP: 20
cornered_cobweb - Farming Level: 0, XP: 20
lit_screaming_pumpkin - Farming Level: 0, XP: 20
large_pumpkin - Farming Level: 0, XP: 20
lit_friendly_pumpkin - Farming Level: 0, XP: 20
Processing artifacts
thorn_pendant - Farming Level: 0, XP: 20
snowshoes - Farming Level: 0, XP: 20
onion_ring - Farming Level: 0, XP: 20
shock_pendant - Farming Level: 0, XP: 20
everlasting_beef - Farming Level: 100, XP: 520
running_shoes - Farming Level: 0, XP: 20
cowboy_hat - Farming Level: 0, XP: 20
flame_pendant - Farming Level: 0, XP: 20
strider_shoes - Farming Level: 0, XP: 20
Processing allthemodium
ancient_sapling - Farming Level: 0, XP: 20
demonic_sapling - Farming Level: 0, XP: 20
piglich_heart_block - Farming Level: 0, XP: 20
ancient_cavevines_plant - Farming Level: 0, XP: 20
soul_sapling - Farming Level: 0, XP: 20
allthemodium_hoe - Farming Level: 0, XP: 20
vibranium_hoe - Farming Level: 0, XP: 20
unobtainium_hoe - Farming Level: 0, XP: 20
piglich_heart_block - Farming Level: 0, XP: 20
ancient_cavevines_plant - Farming Level: 0, XP: 20
piglich_heart - Farming Level: 0, XP: 20
soul_sapling - Farming Level: 0, XP: 20
demonic_sapling - Farming Level: 0, XP: 20
allthemodium_carrot - Farming Level: 0, XP: 20
ancient_sapling - Farming Level: 0, XP: 20
Processing allthecompressed
piglich_heart_block_5x - Farming Level: 0, XP: 20
melon_6x - Farming Level: 0, XP: 20
pumpkin_3x - Farming Level: 0, XP: 20
piglich_heart_block_7x - Farming Level: 0, XP: 20
pumpkin_5x - Farming Level: 0, XP: 20
melon_5x - Farming Level: 0, XP: 20
pumpkin_2x - Farming Level: 0, XP: 20
melon_3x - Farming Level: 0, XP: 20
pumpkin_8x - Farming Level: 0, XP: 20
melon_1x - Farming Level: 0, XP: 20
pumpkin_4x - Farming Level: 0, XP: 20
piglich_heart_block_6x - Farming Level: 0, XP: 20
pumpkin_7x - Farming Level: 0, XP: 20
melon_4x - Farming Level: 0, XP: 20
piglich_heart_block_1x - Farming Level: 0, XP: 20
melon_2x - Farming Level: 0, XP: 20
melon_9x - Farming Level: 0, XP: 20
piglich_heart_block_8x - Farming Level: 0, XP: 20
piglich_heart_block_9x - Farming Level: 0, XP: 20
pumpkin_6x - Farming Level: 0, XP: 20
piglich_heart_block_4x - Farming Level: 0, XP: 20
melon_7x - Farming Level: 0, XP: 20
melon_8x - Farming Level: 0, XP: 20
pumpkin_1x - Farming Level: 0, XP: 20
pumpkin_9x - Farming Level: 0, XP: 20
piglich_heart_block_2x - Farming Level: 0, XP: 20
piglich_heart_block_3x - Farming Level: 0, XP: 20
piglich_heart_block_5x - Farming Level: 0, XP: 20
melon_6x - Farming Level: 0, XP: 20
pumpkin_3x - Farming Level: 0, XP: 20
piglich_heart_block_7x - Farming Level: 0, XP: 20
pumpkin_5x - Farming Level: 0, XP: 20
melon_5x - Farming Level: 0, XP: 20
pumpkin_2x - Farming Level: 0, XP: 20
melon_3x - Farming Level: 0, XP: 20
pumpkin_8x - Farming Level: 0, XP: 20
melon_1x - Farming Level: 0, XP: 20
pumpkin_4x - Farming Level: 0, XP: 20
piglich_heart_block_6x - Farming Level: 0, XP: 20
pumpkin_7x - Farming Level: 0, XP: 20
melon_4x - Farming Level: 0, XP: 20
piglich_heart_block_1x - Farming Level: 0, XP: 20
melon_2x - Farming Level: 0, XP: 20
melon_9x - Farming Level: 0, XP: 20
piglich_heart_block_8x - Farming Level: 0, XP: 20
piglich_heart_block_9x - Farming Level: 0, XP: 20
pumpkin_6x - Farming Level: 0, XP: 20
piglich_heart_block_4x - Farming Level: 0, XP: 20
melon_7x - Farming Level: 0, XP: 20
melon_8x - Farming Level: 0, XP: 20
pumpkin_1x - Farming Level: 0, XP: 20
pumpkin_9x - Farming Level: 0, XP: 20
piglich_heart_block_2x - Farming Level: 0, XP: 20
piglich_heart_block_3x - Farming Level: 0, XP: 20
Processing rftoolsbuilder
superharvestingtool - Farming Level: 100, XP: 520
Processing railcraft
feed_station - Farming Level: 0, XP: 20
cart_dispenser - Farming Level: 0, XP: 20
train_dispenser - Farming Level: 0, XP: 20
animal_detector - Farming Level: 0, XP: 20
sheep_detector - Farming Level: 0, XP: 20
sheep_detector - Farming Level: 0, XP: 20
steel_hoe - Farming Level: 200, XP: 1020
feed_station - Farming Level: 0, XP: 20
animal_detector - Farming Level: 0, XP: 20
cart_dispenser - Farming Level: 0, XP: 20
train_dispenser - Farming Level: 0, XP: 20
Processing rechiseled
bamboo_planks_small_tiles - Farming Level: 0, XP: 20
dirt_tilled - Farming Level: 0, XP: 20
bamboo_planks_squares - Farming Level: 0, XP: 20
bamboo_planks_tiles - Farming Level: 0, XP: 20
bamboo_planks_large_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_crate - Farming Level: 0, XP: 20
bamboo_planks_diagonal_tiles - Farming Level: 0, XP: 20
bamboo_planks_dotted - Farming Level: 0, XP: 20
dirt_tilled_connecting - Farming Level: 100, XP: 520
bamboo_planks_pattern - Farming Level: 0, XP: 20
bamboo_planks_beams - Farming Level: 0, XP: 20
bamboo_planks_dotted_connecting - Farming Level: 100, XP: 520
bamboo_planks_flooring_connecting - Farming Level: 100, XP: 520
bamboo_planks_woven - Farming Level: 0, XP: 20
bamboo_planks_brick_paving_connecting - Farming Level: 100, XP: 520
bamboo_planks_wavy_connecting - Farming Level: 100, XP: 520
bamboo_planks_small_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_wavy - Farming Level: 0, XP: 20
bamboo_planks_large_tiles - Farming Level: 0, XP: 20
bamboo_planks_brick_pattern - Farming Level: 0, XP: 20
bamboo_planks_diagonal_stripes - Farming Level: 0, XP: 20
bamboo_planks_beams_connecting - Farming Level: 100, XP: 520
bamboo_planks_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_diagonal_stripes_connecting - Farming Level: 100, XP: 520
bamboo_planks_flooring - Farming Level: 0, XP: 20
bamboo_planks_diagonal_tiles_connecting - Farming Level: 100, XP: 520
basalt_chiseled_piglin - Farming Level: 0, XP: 20
bamboo_planks_crate_connecting - Farming Level: 100, XP: 520
bamboo_planks_brick_paving - Farming Level: 0, XP: 20
bamboo_planks_squares_connecting - Farming Level: 100, XP: 520
bamboo_planks_pattern_connecting - Farming Level: 100, XP: 520
bamboo_planks_woven_connecting - Farming Level: 100, XP: 520
bamboo_planks_brick_pattern_connecting - Farming Level: 100, XP: 520
bamboo_planks_small_tiles - Farming Level: 0, XP: 20
dirt_tilled - Farming Level: 0, XP: 20
bamboo_planks_squares - Farming Level: 0, XP: 20
bamboo_planks_tiles - Farming Level: 0, XP: 20
bamboo_planks_large_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_crate - Farming Level: 0, XP: 20
bamboo_planks_diagonal_tiles - Farming Level: 0, XP: 20
bamboo_planks_dotted - Farming Level: 0, XP: 20
dirt_tilled_connecting - Farming Level: 100, XP: 520
bamboo_planks_pattern - Farming Level: 0, XP: 20
bamboo_planks_beams - Farming Level: 0, XP: 20
bamboo_planks_dotted_connecting - Farming Level: 100, XP: 520
bamboo_planks_flooring_connecting - Farming Level: 100, XP: 520
bamboo_planks_woven - Farming Level: 0, XP: 20
bamboo_planks_brick_paving_connecting - Farming Level: 100, XP: 520
bamboo_planks_wavy_connecting - Farming Level: 100, XP: 520
bamboo_planks_small_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_wavy - Farming Level: 0, XP: 20
bamboo_planks_large_tiles - Farming Level: 0, XP: 20
bamboo_planks_brick_pattern - Farming Level: 0, XP: 20
bamboo_planks_diagonal_stripes - Farming Level: 0, XP: 20
bamboo_planks_beams_connecting - Farming Level: 100, XP: 520
bamboo_planks_tiles_connecting - Farming Level: 100, XP: 520
bamboo_planks_diagonal_stripes_connecting - Farming Level: 100, XP: 520
bamboo_planks_flooring - Farming Level: 0, XP: 20
bamboo_planks_diagonal_tiles_connecting - Farming Level: 100, XP: 520
basalt_chiseled_piglin - Farming Level: 0, XP: 20
bamboo_planks_crate_connecting - Farming Level: 100, XP: 520
bamboo_planks_brick_paving - Farming Level: 0, XP: 20
bamboo_planks_squares_connecting - Farming Level: 100, XP: 520
bamboo_planks_pattern_connecting - Farming Level: 100, XP: 520
bamboo_planks_woven_connecting - Farming Level: 100, XP: 520
bamboo_planks_brick_pattern_connecting - Farming Level: 100, XP: 520
Processing farmersdelight
red_mushroom_colony - Farming Level: 0, XP: 20
beetroot_crate - Farming Level: 0, XP: 20
bamboo_cabinet - Farming Level: 0, XP: 20
wild_carrots - Farming Level: 0, XP: 20
rice_roll_medley_block - Farming Level: 0, XP: 20
rice_bag - Farming Level: 0, XP: 20
tomatoes - Farming Level: 0, XP: 20
rice_panicles - Farming Level: 0, XP: 20
wild_rice - Farming Level: 0, XP: 20
wild_tomatoes - Farming Level: 0, XP: 20
rice_bale - Farming Level: 0, XP: 20
sweet_berry_cheesecake - Farming Level: 0, XP: 20
cabbages - Farming Level: 0, XP: 20
wild_beetroots - Farming Level: 0, XP: 20
carrot_crate - Farming Level: 0, XP: 20
cabbage_crate - Farming Level: 0, XP: 20
potato_crate - Farming Level: 0, XP: 20
wild_potatoes - Farming Level: 0, XP: 20
onions - Farming Level: 0, XP: 20
roast_chicken_block - Farming Level: 0, XP: 20
wild_cabbages - Farming Level: 0, XP: 20
onion_crate - Farming Level: 0, XP: 20
organic_compost - Farming Level: 0, XP: 20
budding_tomatoes - Farming Level: 0, XP: 20
stuffed_pumpkin_block - Farming Level: 0, XP: 20
rice - Farming Level: 0, XP: 20
tomato_crate - Farming Level: 0, XP: 20
brown_mushroom_colony - Farming Level: 0, XP: 20
wild_onions - Farming Level: 0, XP: 20
rich_soil_farmland - Farming Level: 100, XP: 520
red_mushroom_colony - Farming Level: 0, XP: 20
beetroot_crate - Farming Level: 0, XP: 20
wild_tomatoes - Farming Level: 0, XP: 20
tomato - Farming Level: 0, XP: 20
hot_cocoa - Farming Level: 0, XP: 20
tomato_crate - Farming Level: 0, XP: 20
fried_rice - Farming Level: 0, XP: 20
stuffed_potato - Farming Level: 0, XP: 20
chicken_soup - Farming Level: 0, XP: 20
beef_stew - Farming Level: 0, XP: 20
bamboo_cabinet - Farming Level: 0, XP: 20
wild_carrots - Farming Level: 0, XP: 20
chicken_sandwich - Farming Level: 0, XP: 20
rice_roll_medley_block - Farming Level: 0, XP: 20
pumpkin_slice - Farming Level: 0, XP: 20
rice_bag - Farming Level: 0, XP: 20
cooked_chicken_cuts - Farming Level: 0, XP: 20
brown_mushroom_colony - Farming Level: 0, XP: 20
horse_feed - Farming Level: 0, XP: 20
chicken_cuts - Farming Level: 0, XP: 20
minced_beef - Farming Level: 0, XP: 20
wild_onions - Farming Level: 0, XP: 20
cabbage - Farming Level: 0, XP: 20
milk_bottle - Farming Level: 0, XP: 20
steak_and_potatoes - Farming Level: 0, XP: 20
vegetable_soup - Farming Level: 0, XP: 20
wild_beetroots - Farming Level: 0, XP: 20
vegetable_noodles - Farming Level: 0, XP: 20
fish_stew - Farming Level: 0, XP: 20
fruit_salad - Farming Level: 0, XP: 20
cabbage_seeds - Farming Level: 0, XP: 20
mushroom_rice - Farming Level: 0, XP: 20
sweet_berry_cheesecake - Farming Level: 0, XP: 20
cabbage_crate - Farming Level: 0, XP: 20
carrot_crate - Farming Level: 0, XP: 20
glow_berry_custard - Farming Level: 0, XP: 20
sweet_berry_cookie - Farming Level: 0, XP: 20
rotten_tomato - Farming Level: 0, XP: 20
pumpkin_soup - Farming Level: 0, XP: 20
cabbage_leaf - Farming Level: 0, XP: 20
rice_panicle - Farming Level: 0, XP: 20
melon_juice - Farming Level: 0, XP: 20
tomato_sauce - Farming Level: 0, XP: 20
rice - Farming Level: 0, XP: 20
cabbage_rolls - Farming Level: 0, XP: 20
roast_chicken - Farming Level: 0, XP: 20
sweet_berry_cheesecake_slice - Farming Level: 0, XP: 20
roast_chicken_block - Farming Level: 0, XP: 20
wild_cabbages - Farming Level: 0, XP: 20
onion_crate - Farming Level: 0, XP: 20
organic_compost - Farming Level: 0, XP: 20
wild_rice - Farming Level: 0, XP: 20
melon_popsicle - Farming Level: 0, XP: 20
wild_potatoes - Farming Level: 0, XP: 20
stuffed_pumpkin_block - Farming Level: 0, XP: 20
wheat_dough - Farming Level: 0, XP: 20
rice_bale - Farming Level: 0, XP: 20
cooked_rice - Farming Level: 0, XP: 20
onion - Farming Level: 0, XP: 20
tomato_seeds - Farming Level: 0, XP: 20
beef_patty - Farming Level: 0, XP: 20
potato_crate - Farming Level: 0, XP: 20
stuffed_pumpkin - Farming Level: 0, XP: 20
rich_soil_farmland - Farming Level: 100, XP: 520
Processing herbsandharvest
blueberry_plant - Farming Level: 0, XP: 20
blackberry_plant - Farming Level: 0, XP: 20
radish_plant - Farming Level: 0, XP: 20
ginger_plant - Farming Level: 0, XP: 20
pea_plant - Farming Level: 0, XP: 20
zucchini_plant - Farming Level: 0, XP: 20
lemon_fruit_leaves - Farming Level: 0, XP: 20
green_bean_plant - Farming Level: 0, XP: 20
squash_plant - Farming Level: 0, XP: 20
onion_basket - Farming Level: 0, XP: 20
green_bean_basket - Farming Level: 0, XP: 20
broccoli_plant - Farming Level: 0, XP: 20
turmeric_plant - Farming Level: 0, XP: 20
lettuce_basket - Farming Level: 0, XP: 20
peach_fruit_leaves - Farming Level: 0, XP: 20
fruit_leaves - Farming Level: 0, XP: 20
tomato_plant - Farming Level: 0, XP: 20
barley_plant - Farming Level: 0, XP: 20
potted_orange_fruit_sapling - Farming Level: 0, XP: 20
pear_fruit_sapling - Farming Level: 0, XP: 20
lemon_fruit_sapling - Farming Level: 0, XP: 20
cherry_fruit_sapling - Farming Level: 0, XP: 20
green_pepper_basket - Farming Level: 0, XP: 20
rye_plant - Farming Level: 0, XP: 20
wheat_basket - Farming Level: 0, XP: 20
potted_lime_fruit_sapling - Farming Level: 0, XP: 20
rice_basket - Farming Level: 0, XP: 20
cabbage_basket - Farming Level: 0, XP: 20
cucumber_plant - Farming Level: 0, XP: 20
lime_fruit_sapling - Farming Level: 0, XP: 20
grape_vines_plant_block - Farming Level: 0, XP: 20
potted_avocado_fruit_sapling - Farming Level: 0, XP: 20
corn_basket - Farming Level: 0, XP: 20
potted_cherry_fruit_sapling - Farming Level: 0, XP: 20
celery_plant - Farming Level: 0, XP: 20
tomato_basket - Farming Level: 0, XP: 20
carrot_basket - Farming Level: 0, XP: 20
eggplant_plant - Farming Level: 0, XP: 20
garlic_plant - Farming Level: 0, XP: 20
avocado_fruit_sapling - Farming Level: 0, XP: 20
corn_stalk - Farming Level: 0, XP: 20
oats_plant - Farming Level: 0, XP: 20
lime_fruit_leaves - Farming Level: 0, XP: 20
rice_plant - Farming Level: 0, XP: 20
peppercorn_placeable_herb - Farming Level: 0, XP: 20
potted_lemon_fruit_sapling - Farming Level: 0, XP: 20
potted_peppercorn - Farming Level: 0, XP: 20
cherry_fruit_leaves - Farming Level: 0, XP: 20
potted_plum_fruit_sapling - Farming Level: 0, XP: 20
sweet_potato_basket - Farming Level: 0, XP: 20
plum_fruit_leaves - Farming Level: 0, XP: 20
golden_carrot_basket - Farming Level: 200, XP: 1020
garlic_basket - Farming Level: 0, XP: 20
orange_fruit_sapling - Farming Level: 0, XP: 20
beetroot_basket - Farming Level: 0, XP: 20
sweet_potato_plant - Farming Level: 0, XP: 20
onion_plant - Farming Level: 0, XP: 20
green_pepper_plant - Farming Level: 0, XP: 20
raspberry_plant - Farming Level: 0, XP: 20
peach_fruit_sapling - Farming Level: 0, XP: 20
lettuce_plant - Farming Level: 0, XP: 20
potted_peach_fruit_sapling - Farming Level: 0, XP: 20
asparagus_plant - Farming Level: 0, XP: 20
pineapple_plant - Farming Level: 0, XP: 20
brown_mushroom_basket - Farming Level: 0, XP: 20
peppercorn_herb - Farming Level: 0, XP: 20
sweet_berry_basket - Farming Level: 0, XP: 20
raspberry_basket - Farming Level: 0, XP: 20
potato_basket - Farming Level: 0, XP: 20
blackberry_basket - Farming Level: 0, XP: 20
pear_fruit_leaves - Farming Level: 0, XP: 20
strawberry_basket - Farming Level: 0, XP: 20
