Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
bone_block_patterned - Tech Level: 80
bone_block_rib - Tech Level: 80
bone_block_skull - Tech Level: 80
bone_block_smooth - Tech Level: 80
chisel - Tech Level: 50
coal_block_carved_connecting - Tech Level: 80
coal_block_carved - Tech Level: 80
coal_block_chiseled_connecting - Tech Level: 80
coal_block_chiseled - Tech Level: 80
coal_block_circles_connecting - Tech Level: 80
coal_block_circles - Tech Level: 80
coal_block_compacted_connecting - Tech Level: 80
coal_block_compacted - Tech Level: 80
coal_block_ovals_connecting - Tech Level: 80
coal_block_ovals - Tech Level: 80
coal_block_pattern_connecting - Tech Level: 80
coal_block_pattern - Tech Level: 80
coal_block_polished - Tech Level: 80
coal_block_small_tiles_connecting - Tech Level: 80
coal_block_small_tiles - Tech Level: 80
coal_block_stripes_connecting - Tech Level: 80
coal_block_stripes - Tech Level: 80
cobbled_deepslate_beams_connecting - Tech Level: 80
cobbled_deepslate_beams - Tech Level: 50
cobbled_deepslate_brick_pattern_connecting - Tech Level: 80
cobbled_deepslate_brick_pattern - Tech Level: 50
cobbled_deepslate_brick_paving_connecting - Tech Level: 80
cobbled_deepslate_brick_paving - Tech Level: 50
cobbled_deepslate_large_tiles_connecting - Tech Level: 80
cobbled_deepslate_large_tiles - Tech Level: 50
cobbled_deepslate_paving_connecting - Tech Level: 80
cobbled_deepslate_paving - Tech Level: 50
cobbled_deepslate_pulverized_connecting - Tech Level: 80
cobbled_deepslate_pulverized - Tech Level: 50
cobbled_deepslate_small_tiles_connecting - Tech Level: 80
cobbled_deepslate_small_tiles - Tech Level: 50
cobbled_deepslate_squares_connecting - Tech Level: 80
cobbled_deepslate_squares - Tech Level: 50
cobbled_deepslate_stripes_connecting - Tech Level: 80
cobbled_deepslate_stripes - Tech Level: 50
cobbled_deepslate_tiles_connecting - Tech Level: 80
cobbled_deepslate_tiles - Tech Level: 50
cobbled_deepslate_worn_stripes_connecting - Tech Level: 80
cobbled_deepslate_worn_stripes - Tech Level: 50
copper_block_bars_connecting - Tech Level: 80
copper_block_bars - Tech Level: 80
copper_block_circles_connecting - Tech Level: 80
copper_block_circles - Tech Level: 80
copper_block_cone - Tech Level: 80
copper_block_gears_connecting - Tech Level: 80
copper_block_gears - Tech Level: 80
copper_block_lines_connecting - Tech Level: 80
copper_block_lines - Tech Level: 80
copper_block_pattern_connecting - Tech Level: 80
copper_block_pattern - Tech Level: 80
copper_block_polished_connecting - Tech Level: 80
copper_block_polished - Tech Level: 80
copper_block_shafts_connecting - Tech Level: 80
copper_block_shafts - Tech Level: 80
copper_block_smooth - Tech Level: 80
dark_prismarine_beams_connecting - Tech Level: 80
dark_prismarine_beams - Tech Level: 50
dark_prismarine_brick_paving_connecting - Tech Level: 80
dark_prismarine_brick_paving - Tech Level: 50
dark_prismarine_dotted_connecting - Tech Level: 80
dark_prismarine_dotted - Tech Level: 50
dark_prismarine_fabric_connecting - Tech Level: 80
dark_prismarine_fabric - Tech Level: 50
dark_prismarine_large_tiles_connecting - Tech Level: 80
dark_prismarine_large_tiles - Tech Level: 50
dark_prismarine_rows_connecting - Tech Level: 80
dark_prismarine_rows - Tech Level: 50
dark_prismarine_squares_connecting - Tech Level: 80
dark_prismarine_squares - Tech Level: 50
dark_prismarine_tiles_connecting - Tech Level: 80
dark_prismarine_tiles - Tech Level: 50
dark_prismarine_wavy_connecting - Tech Level: 80
dark_prismarine_wavy - Tech Level: 50
dark_prismarine_woven_connecting - Tech Level: 80
dark_prismarine_woven - Tech Level: 50
diamond_block_chiseled_connecting - Tech Level: 140
diamond_block_chiseled_cubes_connecting - Tech Level: 140
diamond_block_chiseled_cubes - Tech Level: 140
diamond_block_chiseled - Tech Level: 140
diamond_block_connecting_connecting - Tech Level: 140
diamond_block_diagonal_tiles - Tech Level: 140
diamond_block_grid_connecting - Tech Level: 140
diamond_block_grid - Tech Level: 140
diamond_block_jewel_block_connecting - Tech Level: 140
diamond_block_jewel_block - Tech Level: 140
diamond_block_polished_connecting - Tech Level: 140
diamond_block_polished - Tech Level: 140
diamond_block_rhombuses_connecting - Tech Level: 140
diamond_block_rhombuses - Tech Level: 140
diamond_block_shiny_bordered_connecting - Tech Level: 140
diamond_block_shiny_bordered - Tech Level: 140
diamond_block_shiny - Tech Level: 140
diamond_block_small_tiles_connecting - Tech Level: 140
diamond_block_small_tiles - Tech Level: 140
diamond_block_smooth - Tech Level: 140
diorite_brick_pattern_connecting - Tech Level: 80
diorite_brick_pattern - Tech Level: 50
diorite_brick_paving_connecting - Tech Level: 80
diorite_brick_paving - Tech Level: 50
diorite_dotted_connecting - Tech Level: 80
diorite_dotted - Tech Level: 50
diorite_paving_connecting - Tech Level: 80
diorite_paving - Tech Level: 50
diorite_polished_connecting - Tech Level: 80
diorite_squares_connecting - Tech Level: 80
diorite_squares - Tech Level: 50
diorite_tiles_connecting - Tech Level: 80
diorite_tiles - Tech Level: 50
diorite_wavy_connecting - Tech Level: 80
diorite_wavy - Tech Level: 50
emerald_block_bordered_crosses_connecting - Tech Level: 140
emerald_block_bordered_crosses - Tech Level: 140
emerald_block_bordered_plating_connecting - Tech Level: 140
emerald_block_bordered_plating - Tech Level: 140
emerald_block_chiseled_connecting - Tech Level: 140
emerald_block_chiseled - Tech Level: 140
emerald_block_clovers_connecting - Tech Level: 140
emerald_block_clovers - Tech Level: 140
emerald_block_crosses - Tech Level: 140
emerald_block_patterned_connecting - Tech Level: 140
emerald_block_patterned_squares_connecting - Tech Level: 140
emerald_block_patterned_squares - Tech Level: 140
emerald_block_patterned - Tech Level: 140
emerald_block_plating - Tech Level: 140
emerald_block_polished_connecting - Tech Level: 140
emerald_block_polished - Tech Level: 140
emerald_block_smooth - Tech Level: 140
emerald_block_striped_connecting - Tech Level: 140
emerald_block_striped - Tech Level: 140
emerald_block_waxed_connecting - Tech Level: 140
emerald_block_waxed - Tech Level: 140
gold_block_beams_connecting - Tech Level: 110
gold_block_beams - Tech Level: 110
gold_block_bordered_connecting - Tech Level: 110
gold_block_bordered - Tech Level: 110
gold_block_lines_connecting - Tech Level: 110
gold_block_lines - Tech Level: 110
gold_block_pattern_connecting - Tech Level: 110
gold_block_pattern - Tech Level: 110
gold_block_polished_connecting - Tech Level: 110
gold_block_polished - Tech Level: 110
gold_block_scales_connecting - Tech Level: 110
gold_block_scales - Tech Level: 110
gold_block_small_tiles_connecting - Tech Level: 110
gold_block_small_tiles - Tech Level: 110
gold_block_smooth - Tech Level: 110
gold_block_striped_connecting - Tech Level: 110
gold_block_striped - Tech Level: 110
gold_block_tiles_connecting - Tech Level: 110
gold_block_tiles - Tech Level: 110
granite_brick_pattern_connecting - Tech Level: 80
granite_brick_pattern - Tech Level: 50
granite_brick_paving_connecting - Tech Level: 80
granite_brick_paving - Tech Level: 50
granite_dotted_connecting - Tech Level: 80
granite_dotted - Tech Level: 50
granite_paving_connecting - Tech Level: 80
granite_paving - Tech Level: 50
granite_polished_connecting - Tech Level: 80
granite_squares_connecting - Tech Level: 80
granite_squares - Tech Level: 50
granite_tiles_connecting - Tech Level: 80
granite_tiles - Tech Level: 50
granite_wavy_connecting - Tech Level: 80
granite_wavy - Tech Level: 50
iron_block_bordered_connecting - Tech Level: 80
iron_block_bordered - Tech Level: 80
iron_block_chiseled_connecting - Tech Level: 80
iron_block_chiseled - Tech Level: 80
iron_block_connecting_connecting - Tech Level: 80
iron_block_gears_connecting - Tech Level: 80
iron_block_gears - Tech Level: 80
iron_block_lines_connecting - Tech Level: 80
iron_block_lines - Tech Level: 80
iron_block_patterned_connecting - Tech Level: 80
iron_block_patterned - Tech Level: 80
iron_block_pipes_connecting - Tech Level: 80
iron_block_pipes - Tech Level: 80
iron_block_plated - Tech Level: 80
iron_block_polished_connecting - Tech Level: 80
iron_block_polished - Tech Level: 80
iron_block_processed_connecting - Tech Level: 80
iron_block_processed - Tech Level: 80
iron_block_pulverized - Tech Level: 80
iron_block_reinforced - Tech Level: 110
iron_block_sheets - Tech Level: 80
iron_block_smooth - Tech Level: 80
lapis_block_bordered_connecting - Tech Level: 80
lapis_block_bordered - Tech Level: 80
lapis_block_chiseled_connecting - Tech Level: 80
lapis_block_chiseled - Tech Level: 80
lapis_block_cobbled - Tech Level: 80
lapis_block_connecting_connecting - Tech Level: 80
lapis_block_crushed - Tech Level: 80
lapis_block_decorated_connecting - Tech Level: 80
lapis_block_decorated - Tech Level: 80
lapis_block_glossy_connecting - Tech Level: 80
lapis_block_glossy - Tech Level: 80
lapis_block_inverted_tiles_connecting - Tech Level: 80
lapis_block_inverted_tiles - Tech Level: 80
lapis_block_mosaic_connecting - Tech Level: 80
lapis_block_mosaic - Tech Level: 80
lapis_block_pattern_connecting - Tech Level: 80
lapis_block_pattern - Tech Level: 80
lapis_block_polished_connecting - Tech Level: 80
lapis_block_polished - Tech Level: 80
lapis_block_scales_connecting - Tech Level: 80
lapis_block_scales - Tech Level: 80
lapis_block_small_tiles_connecting - Tech Level: 80
lapis_block_small_tiles - Tech Level: 80
lapis_block_smooth - Tech Level: 80
lapis_block_stripes_connecting - Tech Level: 80
lapis_block_stripes - Tech Level: 80
lapis_block_swirling - Tech Level: 80
lapis_block_tiles_connecting - Tech Level: 80
lapis_block_tiles - Tech Level: 80
netherite_block_beams_connecting - Tech Level: 170
netherite_block_beams - Tech Level: 170
netherite_block_chiseled_connecting - Tech Level: 170
netherite_block_chiseled - Tech Level: 170
netherite_block_compacted_connecting - Tech Level: 170
netherite_block_compacted - Tech Level: 170
netherite_block_decorated_connecting - Tech Level: 170
netherite_block_decorated - Tech Level: 170
netherite_block_diagonal_tiles_connecting - Tech Level: 170
netherite_block_diagonal_tiles - Tech Level: 170
netherite_block_indented_connecting - Tech Level: 170
netherite_block_indented - Tech Level: 170
netherite_block_meteoric - Tech Level: 170
netherite_block_patterned_connecting - Tech Level: 170
netherite_block_patterned - Tech Level: 170
netherite_block_small_tiles_connecting - Tech Level: 170
netherite_block_small_tiles - Tech Level: 170
netherite_block_smooth - Tech Level: 170
netherrack_beams_connecting - Tech Level: 80
netherrack_beams - Tech Level: 50
netherrack_brick_pattern_connecting - Tech Level: 80
netherrack_brick_pattern - Tech Level: 50
netherrack_brick_paving_connecting - Tech Level: 80
netherrack_brick_paving - Tech Level: 50
netherrack_dented_connecting - Tech Level: 80
netherrack_dented - Tech Level: 50
netherrack_small_tiles_connecting - Tech Level: 80
netherrack_small_tiles - Tech Level: 50
netherrack_stripes_connecting - Tech Level: 80
netherrack_stripes - Tech Level: 50
netherrack_tiles_connecting - Tech Level: 80
netherrack_tiles - Tech Level: 50
obsidian_bordered_connecting - Tech Level: 140
obsidian_bordered - Tech Level: 140
obsidian_brick_pattern_connecting - Tech Level: 140
obsidian_brick_pattern - Tech Level: 140
obsidian_brick_paving_connecting - Tech Level: 140
obsidian_brick_paving - Tech Level: 140
obsidian_chiseled_circles_connecting - Tech Level: 140
obsidian_chiseled_circles - Tech Level: 140
obsidian_chiseled_connecting - Tech Level: 140
obsidian_chiseled_creeper - Tech Level: 140
obsidian_chiseled_skeleton - Tech Level: 140
obsidian_chiseled - Tech Level: 140
obsidian_dark_connecting - Tech Level: 140
obsidian_dark - Tech Level: 140
obsidian_large_tiles - Tech Level: 140
obsidian_pillars_connecting - Tech Level: 140
obsidian_pillars - Tech Level: 140
obsidian_squares_connecting - Tech Level: 140
obsidian_squares - Tech Level: 140
obsidian_stripes_connecting - Tech Level: 140
obsidian_stripes - Tech Level: 140
obsidian_tiles_connecting - Tech Level: 140
obsidian_tiles - Tech Level: 140
purpur_brick_pattern_connecting - Tech Level: 80
purpur_brick_pattern - Tech Level: 50
purpur_brick_paving_connecting - Tech Level: 80
purpur_brick_paving - Tech Level: 50
purpur_diagonal_tiles_connecting - Tech Level: 80
purpur_diagonal_tiles - Tech Level: 50
purpur_dotted_connecting - Tech Level: 80
purpur_dotted - Tech Level: 50
purpur_fabric_connecting - Tech Level: 80
purpur_fabric - Tech Level: 50
purpur_jagged_pattern_connecting - Tech Level: 80
purpur_jagged_pattern - Tech Level: 50
purpur_large_tiles_connecting - Tech Level: 80
purpur_large_tiles - Tech Level: 50
purpur_organic_pattern_connecting - Tech Level: 80
purpur_organic_pattern - Tech Level: 50
purpur_slanted_tiles_connecting - Tech Level: 80
purpur_slanted_tiles - Tech Level: 50
purpur_small_tiles_connecting - Tech Level: 80
purpur_small_tiles - Tech Level: 50
purpur_spiral_pattern_connecting - Tech Level: 80
purpur_spiral_pattern - Tech Level: 50
purpur_squares_connecting - Tech Level: 80
purpur_squares - Tech Level: 50
purpur_tiles_connecting - Tech Level: 80
purpur_woven_connecting - Tech Level: 80
purpur_woven - Tech Level: 50
quartz_block_bordered_connecting - Tech Level: 110
quartz_block_bordered - Tech Level: 110
quartz_block_brick_paving_connecting - Tech Level: 110
quartz_block_brick_paving - Tech Level: 110
quartz_block_chiseled_squares - Tech Level: 110
quartz_block_connecting_connecting - Tech Level: 110
quartz_block_crosses_connecting - Tech Level: 110
quartz_block_crosses - Tech Level: 110
quartz_block_diagonal_tiles_connecting - Tech Level: 110
quartz_block_diagonal_tiles - Tech Level: 110
quartz_block_pattern_connecting - Tech Level: 110
quartz_block_pattern - Tech Level: 110
quartz_block_rows_connecting - Tech Level: 110
quartz_block_rows - Tech Level: 110
quartz_block_scales_connecting - Tech Level: 110
quartz_block_scales - Tech Level: 110
quartz_block_small_tiles_connecting - Tech Level: 110
quartz_block_small_tiles - Tech Level: 110
quartz_block_squares_connecting - Tech Level: 110
quartz_block_squares - Tech Level: 110
quartz_block_stripes_connecting - Tech Level: 110
quartz_block_stripes - Tech Level: 110
quartz_block_tiles_connecting - Tech Level: 110
quartz_block_tiles - Tech Level: 110
Processing generatorgalore (Category: mid-tech)
copper_generator_8x - Tech Level: 100
copper_generator - Tech Level: 100
culinary_generator_64x - Tech Level: 100
culinary_generator_8x - Tech Level: 100
culinary_generator - Tech Level: 100
diamond_generator_8x - Tech Level: 220
diamond_generator - Tech Level: 220
emerald_generator_8x - Tech Level: 220
emerald_generator - Tech Level: 220
enchantment_generator_64x - Tech Level: 100
enchantment_generator_8x - Tech Level: 100
enchantment_generator - Tech Level: 100
ender_generator_64x - Tech Level: 100
ender_generator_8x - Tech Level: 100
ender_generator - Tech Level: 100
gold_generator_8x - Tech Level: 180
gold_generator - Tech Level: 180
halitosis_generator_64x - Tech Level: 100
halitosis_generator_8x - Tech Level: 100
halitosis_generator - Tech Level: 100
honey_generator_64x - Tech Level: 100
honey_generator_8x - Tech Level: 100
honey_generator - Tech Level: 100
iron_generator_8x - Tech Level: 140
iron_generator - Tech Level: 140
magmatic_generator_64x - Tech Level: 100
magmatic_generator_8x - Tech Level: 100
magmatic_generator - Tech Level: 100
netherite_generator_64x - Tech Level: 260
netherite_generator_8x - Tech Level: 260
netherite_generator - Tech Level: 260
netherstar_generator_64x - Tech Level: 100
netherstar_generator_8x - Tech Level: 100
netherstar_generator - Tech Level: 100
obsidian_generator_8x - Tech Level: 220
obsidian_generator - Tech Level: 220
potion_generator_64x - Tech Level: 100
potion_generator_8x - Tech Level: 100
potion_generator - Tech Level: 100
copper_generator_8x - Tech Level: 100
copper_generator - Tech Level: 100
copper_to_iron_upgrade - Tech Level: 140
culinary_generator_64x - Tech Level: 100
culinary_generator_8x - Tech Level: 100
culinary_generator - Tech Level: 100
culinary_to_honey_upgrade - Tech Level: 100
culinary_to_potion_upgrade - Tech Level: 100
diamond_generator_8x - Tech Level: 220
diamond_generator - Tech Level: 220
diamond_to_emerald_upgrade - Tech Level: 220
diamond_to_netherite_upgrade - Tech Level: 260
diamond_to_obsidian_upgrade - Tech Level: 220
emerald_generator_8x - Tech Level: 220
emerald_generator - Tech Level: 220
enchantment_generator_64x - Tech Level: 100
enchantment_generator_8x - Tech Level: 100
enchantment_generator - Tech Level: 100
ender_generator_64x - Tech Level: 100
ender_generator_8x - Tech Level: 100
ender_generator - Tech Level: 100
ender_to_halitosis_upgrade - Tech Level: 100
gold_generator_8x - Tech Level: 180
gold_generator - Tech Level: 180
gold_to_culinary_upgrade - Tech Level: 180
gold_to_diamond_upgrade - Tech Level: 220
halitosis_generator_64x - Tech Level: 100
halitosis_generator_8x - Tech Level: 100
halitosis_generator - Tech Level: 100
honey_generator_64x - Tech Level: 100
honey_generator_8x - Tech Level: 100
honey_generator - Tech Level: 100
iron_generator_8x - Tech Level: 140
iron_generator - Tech Level: 140
iron_to_gold_upgrade - Tech Level: 180
magmatic_generator_64x - Tech Level: 100
magmatic_generator_8x - Tech Level: 100
magmatic_generator - Tech Level: 100
netherite_generator_64x - Tech Level: 260
netherite_generator_8x - Tech Level: 260
netherite_generator - Tech Level: 260
netherite_to_netherstar_upgrade - Tech Level: 260
netherstar_generator_64x - Tech Level: 100
netherstar_generator_8x - Tech Level: 100
netherstar_generator - Tech Level: 100
obsidian_generator_8x - Tech Level: 220
obsidian_generator - Tech Level: 220
obsidian_to_enchantment_upgrade - Tech Level: 220
obsidian_to_ender_upgrade - Tech Level: 220
obsidian_to_magmatic_upgrade - Tech Level: 220
potion_generator_64x - Tech Level: 100
potion_generator_8x - Tech Level: 100
potion_generator - Tech Level: 100
Processing chisel (Category: low-mid-tech)
chisel - Tech Level: 50
Processing farmersdelight (Category: low-mid-tech)
acacia_cabinet - Tech Level: 50
bamboo_cabinet - Tech Level: 50
basket - Tech Level: 50
beetroot_crate - Tech Level: 50
birch_cabinet - Tech Level: 50
brown_mushroom_colony - Tech Level: 50
budding_tomatoes - Tech Level: 50
cabbage_crate - Tech Level: 50
cabbages - Tech Level: 50
canvas_rug - Tech Level: 50
carrot_crate - Tech Level: 50
cherry_cabinet - Tech Level: 50
crimson_cabinet - Tech Level: 50
cutting_board - Tech Level: 80
dark_oak_cabinet - Tech Level: 50
full_tatami_mat - Tech Level: 50
half_tatami_mat - Tech Level: 50
honey_glazed_ham_block - Tech Level: 80
jungle_cabinet - Tech Level: 50
mangrove_cabinet - Tech Level: 50
oak_cabinet - Tech Level: 50
onion_crate - Tech Level: 50
onions - Tech Level: 50
organic_compost - Tech Level: 50
red_mushroom_colony - Tech Level: 50
rice_bag - Tech Level: 50
rice_bale - Tech Level: 50
rice_panicles - Tech Level: 50
rice_roll_medley_block - Tech Level: 80
rice - Tech Level: 50
roast_chicken_block - Tech Level: 80
rope - Tech Level: 50
safety_net - Tech Level: 50
skillet - Tech Level: 50
spruce_cabinet - Tech Level: 50
stove - Tech Level: 50
stuffed_pumpkin_block - Tech Level: 80
tatami - Tech Level: 50
tomato_crate - Tech Level: 50
tomatoes - Tech Level: 50
warped_cabinet - Tech Level: 50
wild_beetroots - Tech Level: 50
wild_cabbages - Tech Level: 50
wild_carrots - Tech Level: 50
wild_onions - Tech Level: 50
wild_rice - Tech Level: 50
wild_tomatoes - Tech Level: 50
acacia_cabinet - Tech Level: 50
apple_cider - Tech Level: 50
bacon_and_eggs - Tech Level: 50
bacon - Tech Level: 50
bamboo_cabinet - Tech Level: 50
barbecue_stick - Tech Level: 50
basket - Tech Level: 50
beef_patty - Tech Level: 50
beetroot_crate - Tech Level: 50
birch_cabinet - Tech Level: 50
bone_broth - Tech Level: 50
brown_mushroom_colony - Tech Level: 50
cabbage_crate - Tech Level: 50
cabbage_leaf - Tech Level: 50
cabbage_rolls - Tech Level: 50
cabbage - Tech Level: 50
canvas_rug - Tech Level: 50
canvas - Tech Level: 50
carrot_crate - Tech Level: 50
cherry_cabinet - Tech Level: 50
chicken_cuts - Tech Level: 50
cod_roll - Tech Level: 50
cod_slice - Tech Level: 50
cooked_bacon - Tech Level: 50
cooked_chicken_cuts - Tech Level: 50
cooked_cod_slice - Tech Level: 50
cooked_mutton_chops - Tech Level: 50
cooked_rice - Tech Level: 50
cooked_salmon_slice - Tech Level: 50
crimson_cabinet - Tech Level: 50
cutting_board - Tech Level: 80
dark_oak_cabinet - Tech Level: 50
diamond_knife - Tech Level: 140
dumplings - Tech Level: 50
flint_knife - Tech Level: 50
fried_egg - Tech Level: 50
fried_rice - Tech Level: 50
full_tatami_mat - Tech Level: 50
golden_knife - Tech Level: 110
grilled_salmon - Tech Level: 50
half_tatami_mat - Tech Level: 50
ham - Tech Level: 50
hamburger - Tech Level: 50
honey_glazed_ham_block - Tech Level: 80
honey_glazed_ham - Tech Level: 50
horse_feed - Tech Level: 50
hot_cocoa - Tech Level: 50
iron_knife - Tech Level: 80
jungle_cabinet - Tech Level: 50
kelp_roll_slice - Tech Level: 50
kelp_roll - Tech Level: 50
mangrove_cabinet - Tech Level: 50
melon_juice - Tech Level: 50
melon_popsicle - Tech Level: 50
milk_bottle - Tech Level: 50
minced_beef - Tech Level: 50
mixed_salad - Tech Level: 50
mushroom_rice - Tech Level: 50
mutton_chops - Tech Level: 50
mutton_wrap - Tech Level: 50
nether_salad - Tech Level: 50
netherite_knife - Tech Level: 170
oak_cabinet - Tech Level: 50
onion_crate - Tech Level: 50
onion - Tech Level: 50
organic_compost - Tech Level: 50
pasta_with_mutton_chop - Tech Level: 50
pumpkin_slice - Tech Level: 50
pumpkin_soup - Tech Level: 50
ratatouille - Tech Level: 50
red_mushroom_colony - Tech Level: 50
rice_bag - Tech Level: 50
rice_bale - Tech Level: 50
rice_panicle - Tech Level: 50
rice_roll_medley_block - Tech Level: 80
rice - Tech Level: 50
roast_chicken_block - Tech Level: 80
roast_chicken - Tech Level: 50
roasted_mutton_chops - Tech Level: 50
rope - Tech Level: 50
rotten_tomato - Tech Level: 50
safety_net - Tech Level: 50
salmon_roll - Tech Level: 50
salmon_slice - Tech Level: 50
skillet - Tech Level: 50
smoked_ham - Tech Level: 50
spruce_cabinet - Tech Level: 50
squid_ink_pasta - Tech Level: 50
stove - Tech Level: 50
stuffed_pumpkin_block - Tech Level: 80
stuffed_pumpkin - Tech Level: 50
tatami - Tech Level: 50
tomato_crate - Tech Level: 50
tomato_sauce - Tech Level: 50
tomato - Tech Level: 50
tree_bark - Tech Level: 50
warped_cabinet - Tech Level: 50
wheat_dough - Tech Level: 50
wild_beetroots - Tech Level: 50
wild_cabbages - Tech Level: 50
wild_carrots - Tech Level: 50
wild_onions - Tech Level: 50
wild_rice - Tech Level: 50
wild_tomatoes - Tech Level: 50
Processing pocketstorage (Category: mid-tech)
psu_1 - Tech Level: 100
psu_2 - Tech Level: 100
psu_3 - Tech Level: 100
psu_4 - Tech Level: 100
Processing quarryplus (Category: high-tech)
adv_quarry - Tech Level: 200
chunk_marker - Tech Level: 200
creative_generator - Tech Level: 500
debug_storage - Tech Level: 200
flexible_marker - Tech Level: 200
marker - Tech Level: 200
mover - Tech Level: 200
placer_plus - Tech Level: 200
quarry - Tech Level: 200
remote_placer - Tech Level: 200
soft_block - Tech Level: 260
adv_quarry - Tech Level: 200
chunk_marker - Tech Level: 200
creative_generator - Tech Level: 500
debug_storage - Tech Level: 200
exp_module - Tech Level: 200
filter_module - Tech Level: 200
flexible_marker - Tech Level: 200
marker - Tech Level: 200
mover - Tech Level: 200
placer_plus - Tech Level: 200
pump_module - Tech Level: 200
quarry - Tech Level: 200
remote_placer - Tech Level: 200
remove_bedrock_module - Tech Level: 200
repeat_tick_module - Tech Level: 200
soft_block - Tech Level: 260
status_checker - Tech Level: 200
y_setter - Tech Level: 200
Processing integratedtunnels (Category: low-mid-tech)
part_exporter_energy - Tech Level: 50
part_exporter_fluid - Tech Level: 50
part_exporter_item - Tech Level: 50
part_exporter_world_block - Tech Level: 80
part_exporter_world_energy - Tech Level: 50
part_exporter_world_fluid - Tech Level: 50
part_exporter_world_item - Tech Level: 50
part_importer_energy - Tech Level: 50
part_importer_fluid - Tech Level: 50
part_importer_item - Tech Level: 50
part_importer_world_block - Tech Level: 80
part_importer_world_energy - Tech Level: 50
part_importer_world_fluid - Tech Level: 50
part_importer_world_item - Tech Level: 50
part_interface_energy - Tech Level: 50
part_interface_filter_energy - Tech Level: 50
part_interface_filter_fluid - Tech Level: 50
part_interface_filter_item - Tech Level: 50
part_interface_fluid - Tech Level: 50
part_interface_item - Tech Level: 50
part_player_simulator - Tech Level: 50
dummy_pickaxe - Tech Level: 50
part_exporter_energy - Tech Level: 50
part_exporter_fluid - Tech Level: 50
part_exporter_item - Tech Level: 50
part_exporter_world_block - Tech Level: 80
part_exporter_world_energy - Tech Level: 50
part_exporter_world_fluid - Tech Level: 50
part_exporter_world_item - Tech Level: 50
part_importer_energy - Tech Level: 50
part_importer_fluid - Tech Level: 50
part_importer_item - Tech Level: 50
part_importer_world_block - Tech Level: 80
part_importer_world_energy - Tech Level: 50
part_importer_world_fluid - Tech Level: 50
part_importer_world_item - Tech Level: 50
part_interface_energy - Tech Level: 50
part_interface_filter_energy - Tech Level: 50
part_interface_filter_fluid - Tech Level: 50
part_interface_filter_item - Tech Level: 50
part_interface_fluid - Tech Level: 50
part_interface_item - Tech Level: 50
part_player_simulator - Tech Level: 50
Processing ae2netanalyser (Category: high-tech)
network_analyser - Tech Level: 200
Processing extended_industrialization (Category: high-tech)
aluminum_tesla_winding - Tech Level: 200
annealed_copper_tesla_winding - Tech Level: 200
blazing_essence - Tech Level: 200
bronze_bending_machine - Tech Level: 320
bronze_composter - Tech Level: 260
bronze_solar_boiler - Tech Level: 260
bronze_waste_collector - Tech Level: 260
composted_manure - Tech Level: 200
copper_tesla_winding - Tech Level: 200
distilled_water - Tech Level: 200
electric_alloy_smelter - Tech Level: 200
electric_bending_machine - Tech Level: 320
electric_brewery - Tech Level: 200
electric_canning_machine - Tech Level: 320
electric_composter - Tech Level: 200
electric_farmer - Tech Level: 200
electric_honey_extractor - Tech Level: 200
electric_waste_collector - Tech Level: 200
electrum_tesla_winding - Tech Level: 200
ev_tesla_receiver_hatch - Tech Level: 200
honey - Tech Level: 200
hv_solar_panel - Tech Level: 200
hv_tesla_receiver_hatch - Tech Level: 200
large_configurable_chest - Tech Level: 200
large_electric_furnace - Tech Level: 200
large_electric_macerator - Tech Level: 200
large_steam_furnace - Tech Level: 200
large_steam_macerator - Tech Level: 200
lethal_tesla_coil - Tech Level: 200
lv_solar_panel - Tech Level: 200
lv_tesla_receiver_hatch - Tech Level: 200
machine_chainer_relay - Tech Level: 320
machine_chainer - Tech Level: 320
manure - Tech Level: 200
mv_solar_panel - Tech Level: 200
mv_tesla_receiver_hatch - Tech Level: 200
npk_fertilizer - Tech Level: 200
phosphoric_acid - Tech Level: 200
polished_silver_machine_casing - Tech Level: 320
processing_array - Tech Level: 200
steam_farmer - Tech Level: 200
steel_alloy_smelter - Tech Level: 260
steel_bending_machine - Tech Level: 320
steel_brewery - Tech Level: 260
steel_canning_machine - Tech Level: 320
steel_composter - Tech Level: 260
steel_honey_extractor - Tech Level: 260
steel_solar_boiler - Tech Level: 260
steel_waste_collector - Tech Level: 260
superconductor_tesla_receiver_hatch - Tech Level: 200
superconductor_tesla_winding - Tech Level: 200
tesla_coil - Tech Level: 200
tesla_particle_generator - Tech Level: 200
tesla_receiver - Tech Level: 200
tesla_tower - Tech Level: 200
universal_transformer - Tech Level: 200
aluminum_tesla_winding - Tech Level: 200
annealed_copper_tesla_winding - Tech Level: 200
blazing_essence_bucket - Tech Level: 200
bronze_bending_machine - Tech Level: 320
bronze_composter - Tech Level: 260
bronze_solar_boiler - Tech Level: 260
bronze_waste_collector - Tech Level: 260
composted_manure_bucket - Tech Level: 200
copper_tesla_winding - Tech Level: 200
distilled_water_bucket - Tech Level: 200
electric_alloy_smelter - Tech Level: 200
electric_bending_machine - Tech Level: 320
electric_brewery - Tech Level: 200
electric_canning_machine - Tech Level: 320
electric_chainsaw - Tech Level: 200
electric_composter - Tech Level: 200
electric_farmer - Tech Level: 200
electric_honey_extractor - Tech Level: 200
electric_mining_drill - Tech Level: 200
